발행인,시도,시구,동읍,상세주소,사업용도,사업용도세부종목,브릿지론/본PF,신용보강기관명,신용보강기관종류,신용보강형태,매입보장/확약,대출약정규모,분양률,문장
엠에스안흥제일차,경기도,이천시,안흥동,308-5번지,공동주택,주상복합.리테일.공동주택,0,미래에셋증권,증권사,인수,매입확약,75,-,  미래에셋증권(주)의 사모사채 인수확약  
엠에이동탄제일차,경기도,화성시,장지동,13-3번지,상업업무,리테일.오피스,0,미래에셋증권,증권사,인수,매입확약,1050,-,  미래에셋증권(주)의 사모사채 인수확약  
유니에코컴퍼니,경기도,안성시,원곡면,성주리,산업시설,물류,0,아이비케이투자증권,증권사,채권매입/인수/자금보충,매입확약,395,-,  아이비케이투자증권(주)의 대출채권 매입 사모사채 인수 및 자금보충 의무  
유니에코컴퍼니,경기도,안성시,원곡면,성주리,산업시설,물류,0,아이비케이투자증권,증권사,채권매입/인수/자금보충,매입확약,395,-,  아이비케이투자증권(주)의 대출채권 매입 사모사채 인수 및 자금보충 의무  
이프권선제일차,경기도,수원시,권선구,세류동,공동주택,리테일.아파트.공동주택,0,현대차증권,증권사,인수,매입확약,810,-, 현대차증권(주)의 사모사채 인수확
지아이비사화,경상남도,창원시,의창구,명곡동,공동주택,리테일.도시개발.공동주택,0,신한은행.신한은행,은행.은행,매입.-,매입확약,3100,-, (주)신한은행의 신용공여성 유동화증권 매입보장 . (주)신한은행의 유동성공여(한도 10억원) 
지아이비사화,경상남도,창원시,의창구,명곡동,공동주택,리테일.도시개발.공동주택,0,신한은행.신한은행,은행.은행,매입.-,매입확약,3100,-, (주)신한은행의 신용공여성 유동화증권 매입보장 . (주)신한은행의 유동성공여(한도 10억원) 
지타레스제일차,서울특별시,영등포구,여의대로,60,특수용도,리테일.오피스.생활형숙박시설,0,케이비증권,증권사,인수,매입확약,3700,-, 케이비증권㈜의 사모사채 인수확약 지
크림슨케이제일차,서울특별시,영등포구,신길동,413-8번지,공동주택,리테일.공동주택,0,키움증권,증권사,인수,매입확약,-,-,  키움증권(주)의 사모사채 인수확약  
그레이트거제제이차,경상남도,거제시,장평동,530-2번지,공동주택,리테일.아파트,0,한화투자증권,증권사,채권매입/자금보충,매입확약,1510,-, 한화투자증권㈜의 대출채권 매입 및 자금보충 의무
그레이트거제제이차,경상남도,거제시,장평동,530-2번지,공동주택,리테일.아파트,0,한화투자증권,증권사,채권매입/자금보충,매입확약,1510,-, 한화투자증권㈜의 대출채권 매입 및 자금보충 의무
그레이트거제제일차,경상남도,거제시,장평동,530-2번지,공동주택,리테일.아파트.공동주택,0,한화투자증권,증권사,채권매입/자금보충,매입확약,-,-, 한화투자증권㈜의 대출채권 매입 및 자금보충 의무
기은센갈매에이치티,경기도,구리시,갈매동,552-17,특수용도,지식산업센터,0,-,-,연대보증,-,900,-, 현대엔지니어링(주) 연대보증
뉴스타빌리브,대구광역시,달서구,본동,하이엔드,공동주택,아파트.오피스.오피스텔.리테일.공동주택,0,케이비증권,증권사,인수/자금보충,매입확약,2100,-, 케이비증권(주)의 사모사채 인수확약 및 자금보충 의무  
레드실버제일차,경기도,용인시,기흥구,언남동,공동주택,주상복합,본 PF,미래에셋증권,증권사,인수,매입확약,130,-, 미래에셋증권(주)의 사모사채 인수확
루시다제일차,서울특별시,서초구,내곡동,347번지,상업업무,도시개발,본 PF,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설(주)의 자금보충(미이행시 채무인수) 의무
비에스지성내제일차,0,0,0,0,공동주택,아파트.오피스.오피스텔.리테일.공동주택,본 PF,현대엔지니어링,시공사,연대보증,매입보장,2103,-, 현대엔지니어링㈜의 연대보증 의무 비
센트럴검단제일차,인천광역시,서구,검단신도시,특별계획구역(C9-1,2,공동주택,공동주택.오피스텔.오피스,0,한국투자증권,증권사,채권매입/자금보충,매입확약,4000,-, 한국투자증권㈜의 대출채권 매입 및 자금보충 의무 센
센트럴검단제일차,인천광역시,서구,검단신도시,특별계획구역(C9-1,2,공동주택,공동주택.오피스텔.오피스,0,한국투자증권,증권사,채권매입/자금보충,매입확약,4000,-, 한국투자증권㈜의 대출채권 매입 및 자금보충 의무 센
스마트시티더블유제이차,강원도,속초시,동명동,361-1,공동주택,도시개발.공동주택,0,현대차증권,증권사,인수/자금보충,매입확약,-,-, 현대차증권㈜의 사모사채 인수 및 자금보충 의무 스
알파온수제사차,서울시,구로구,온수동,50번지,상업업무,오피스.리테일,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,-,-,하이투자증권㈜의 대출채권 매입 자금보충 사모사채 인수 의무
알파온수제삼차,서울시,구로구,온수동,50번지,상업업무,오피스.리테일,0,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,2500,-, 하이투자증권㈜의 대출채권 매입 자금보충 사모사채 인수 의무 
에스와이디비제일차,경기도,김포시,고촌읍,향산리,상업업무,오피스.리테일,0,DB금융투자,기타,인수,매입확약,1200,-,  DB금융투자(주)의 사모사채 인수확약  
에이블대명제일차,대구광역시,남구,대명동,2017-2,공동주택,리테일.아파트.공동주택,0,디엘건설.케이비증권,시공사.증권사,연대보증.매입,매입확약,2990,-,  기초자산에 대한 디엘이앤씨(주) 및 디엘건설(주)의 연대보증 ⚫.  케이비증권(주)의 유동화증권 매입보장 약정 에
에이블용답제이차,서울특별시,성동구,용답동,238-6번지,공동주택,오피스.오피스텔.리테일.임대주택,0,케이비증권,증권사,채권매입/인수/자금보충,매입확약,290,-,케이비증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 확약
엔에이치검단제일차,인천광역시,서구,검단신도시,특별계획구역(C9-1,2,공동주택,공동주택.오피스텔.오피스,0,엔에이치투자증권,증권사,인수,매입확약,4000,-, 엔에이치투자증권㈜의 사모사채 인수 의무 엔
엠에이검단,인천광역시,서구,검단신도시,특별계획구역(C9-1,2,공동주택,공동주택.오피스텔.오피스,0,미래에셋증권,증권사,인수,매입확약,4000,-, 미래에셋증권㈜의 사모사채 인수 의무 엠
엠에이장현제일차,경기도,시흥시,장현지구,자족,특수용도,리테일.지식산업센터,0,미래에셋증권,증권사,인수/자금보충,매입확약,450,-, 미래에셋증권㈜의 사모사채 인수의무 및 자금보충의무 엠
이큐디벨롭제십칠차,경기도,오산시,오산세교2,도시지원시설용지,특수용도,리테일.지식산업센터,본 PF,한국투자증권,증권사,인수,매입확약,5,-, 한국투자증권㈜의 사모사채 인수 의
이큐디벨롭제십팔차,경기도,오산시,오산세교2,도시지원시설용지,특수용도,리테일.지식산업센터,본 PF,한국투자증권,증권사,인수,매입확약,5,-, 한국투자증권(주)의 사모사채 인수 의
제이에이치와이복합,인천광역시,중구,운서동,2955,상업업무,오피스.리테일,0,하나증권,증권사,인수,매입확약,10400,-, 하나증권㈜의 사모사채 인수확약
제이에이치와이복합,인천광역시,중구,운서동,2955,상업업무,오피스.리테일,0,하나증권,증권사,인수,매입확약,10400,-, 하나증권㈜의 사모사채 인수확약
제이에이치와이복합,인천광역시,중구,운서동,2955,상업업무,오피스.리테일,0,하나증권,증권사,인수,매입확약,10400,-, 하나증권㈜의 사모사채 인수확약
제이온퍼스트,경기도,성남시,분당구,이매동,상업업무,오피스.리테일,0,다올투자증권,증권사,인수,매입확약,430,-,  다올투자증권(주)의 사모사채 인수확약  
제이이와이복합,인천광역시,중구,운서동,2955,상업업무,오피스.리테일,0,하나증권,증권사,인수,매입확약,10400,-, 하나증권㈜의 사모사채 인수확약
제이티운양제일차,경기도,김포시,운양동,1295-1번지,오피스텔,리테일.오피스텔.오피스,0,한국투자증권,증권사,인수/자금보충,매입확약,-,-,  한국투자증권(주)의 사모사채 인수확약 및 자금보충 의무  
쥐피에스22제칠차,경기도,안성시,원곡면,산하리,산업시설,물류,0,신한투자증권,증권사,채권매입/자금보충,매입확약,1290,-, 신한투자증권(주)의 대출채권 매입확약 또는 자금보충 약정 S
쥐피에스22제팔차,경기도,안성시,원곡면,산하리,산업시설,물류,0,신한투자증권,증권사,채권매입/자금보충,매입확약,1290,-, 신한투자증권(주)의 대출채권 매입확약 또는 자금보충 약정 S
쥐피에스23제삼차,광주광역시,서구,광천동,49-34,상업업무,오피스.리테일,0,신한투자증권,증권사,채권매입/자금보충,매입확약,330,-,  신한투자증권(주)의 대출채권 매입확약 또는 자금보충의무  
찬스공평유동화,서울특별시,종로구,내자동,일원에,공동주택,리테일.아파트.공동주택,0,신한투자증권,증권사,채권매입/자금보충,매입확약,-,-,  신한투자증권(주)의 대출채권 매입확약 또는 자금보충의무  
패스트포제일차,경기도,안양시,동안구,평촌동,특수용도,지식산업센터,0,비엔케이투자증권,증권사,인수,매입확약,900,-,  (주)비엔케이투자증권의 사모사채 인수확약  
포트라제일차,서울특별시,강남구,신사동,633-3번지,상업업무,오피스.리테일,0,BNK투자증권,증권사,인수,매입확약,2000,-, ㈜BNK투자증권의 사모사채 인수 의무
피넛레드,부산광역시,연제구,거제2동,791번지,공동주택,아파트.공동주택,0,삼성물산,시공사,지급보증,매입확약,-,-, 삼성물산㈜의 대출원금 지급보증 및 이자납입 의무 피
피에프개발제일차,경기도,용인시,처인구,유방동,공동주택,공동주택,0,한국투자증권,증권사,인수/자금보충,매입확약,50,-, 한국투자증권(주)의 사모사채 인수 및 자금보충 의무
하이미단스테이,인천광역시,중구,운북동,1272-21,특수용도,리테일.생활형숙박시설,0,하이투자증권,증권사,인수,매입확약,570,-, 하이투자증권㈜의 사모사채 인수확약 
네오컨티넨탈,경상남도,양산시,유산동,509번지,산업시설,물류,본 PF,다올투자증권,증권사,인수,매입확약,1050,-, 다올투자증권(주)의 사모사채 인수 의무
뉴스타김포제사차,경기도,김포시,고촌읍,향산리,상업업무,오피스.리테일,0,케이비증권,증권사,인수,매입확약,9000,-, 케이비증권㈜의 사모사채 인수 의무
더블유제이엘제일차,서울특별시,용산구,이촌동,현대아파트,공동주택,아파트,0,롯데건설.이베스트투자증권,시공사.증권사,연대보증.매입,매입보장,1200,-, 롯데건설㈜의 연대보증 . 이베스트투자증권㈜의 유동화증권 매입보장
더에이치지에프제일차,대구광역시,수성구,범어동,189-2번지,공동주택,오피스.오피스텔.리테일.공동주택,0,현대차증권,증권사,인수,매입확약,5000,-,  현대차증권(주)의 사모사채 인수의무 S
루시아피아이제일차,서울특별시,강남구,청담동,53-5번지,공동주택,오피스.오피스텔.리테일.공동주택,0,유안타증권,증권사,인수,매입확약,1700,-, 유안타증권(주)의 사모사채 인수확약
비에스에이엔엠제이차,부산광역시,서구,암남동,633-26번지,산업시설,물류,0,키움증권,증권사,인수,매입확약,1400,-, 키움증권(주)의 사모사채 인수 의무 
