발행인,시도,시구,동읍,상세주소,사업용도,사업용도세부종목,브릿지론/본PF,신용보강기관명,신용보강기관종류,신용보강형태,매입보장/확약,대출약정규모,분양률,문장
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
타미케이청라,0,0,0,0,오피스텔,오피스텔.오피스.에너지,0,에스지씨이테크건설,시공사,채무인수/자금보충,매입확약,-,-, 에스지씨에너지(주) 및 에스지씨이테크건설(주)의 연대 자금보충(미이행시 연대 채무인수) 의무
큐브로얄제삼차,충청남도,태안군,태안읍ㆍ남면,천수만,상업업무,오피스.리테일,0,현대건설,시공사,연대보증,-,-,-, 현대건설㈜의 연대보증
해피이천제일차,경기도,이천시,안흥동,272-8번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,미래에셋증권,증권사,인수,매입확약,2500,-,  미래에셋증권(주)의 사모사채 인수확약  
해피이천제일차,경기도,이천시,안흥동,272-8번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,미래에셋증권,증권사,인수,매입확약,2500,-,  미래에셋증권(주)의 사모사채 인수확약  
해피이천제일차,경기도,이천시,안흥동,272-8번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,미래에셋증권,증권사,인수,매입확약,2500,-,  미래에셋증권(주)의 사모사채 인수확약  
해피이천제일차,경기도,이천시,안흥동,272-8번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,미래에셋증권,증권사,인수,매입확약,2500,-,  미래에셋증권(주)의 사모사채 인수확약  
해피이천제일차,경기도,이천시,안흥동,272-8번지,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,미래에셋증권,증권사,인수,매입확약,2500,-,  미래에셋증권(주)의 사모사채 인수확약  
지아이비유천,대전광역시,중구,유천동,340-1번지,공동주택,주상복합.리테일.공동주택,0,신한은행.신한은행,은행.은행,매입.-,매입확약,1600,-, ㈜신한은행의 신용공여성 유동화증권 매입보장 . ㈜신한은행의 유동성공여(한도 5억원)
에스엘티안산제일차,경기도,안산시,상록구,586번지,공동주택,주상복합,본 PF,메리츠증권,증권사,매입,매입확약,3600,-, 메리츠증권(주)의 사모사채 매입확약
에스엘티안산제일차,경기도,안산시,상록구,586번지,공동주택,주상복합,본 PF,메리츠증권,증권사,매입,매입확약,3600,-, 메리츠증권(주)의 사모사채 매입확약
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
다남컨설팅,서울특별시,강서구,가양동,449-19번지,특수용도,리테일.지식산업센터,0,서울보증보험.현대건설,기타.시공사,-.연대보증,매입확약,-,-, 서울보증보험(주)의 유동화증권 보증보험 . 현대건설(주)의 연대보증
드림리치제이차,충청북도,충주시,중앙탑면,용전리,상업업무,오피스.리테일,본 PF,충주시,공공,매입,매입확약,770,-, 충주시의 대출채권 및 신탁수익권 매입 의무
드림리치제이차,충청북도,충주시,중앙탑면,용전리,상업업무,오피스.리테일,본 PF,충주시,공공,매입,매입확약,770,-, 충주시의 대출채권 및 신탁수익권 매입 의무
드림리치제이차,충청북도,충주시,중앙탑면,용전리,상업업무,오피스.리테일,본 PF,충주시,공공,매입,매입확약,770,-, 충주시의 대출채권 및 신탁수익권 매입 의무
드림리치제이차,충청북도,충주시,중앙탑면,용전리,상업업무,오피스.리테일,본 PF,충주시,공공,매입,매입확약,770,-, 충주시의 대출채권 및 신탁수익권 매입 의무
